column,primary_label,secondary_labels,confidence,all_confidences,description,unit,tags
oil_production_total,economy,"['demographics', 'environment']",0.5593984723091125,"[0.5593984723091125, 0.08880256861448288, 0.08750118315219879]",oil production total,count,"['oil', 'production', 'total']"
oil_proved_reserves_total,economy,"['safety', 'environment']",0.33868446946144104,"[0.33868446946144104, 0.231736958026886, 0.09343128651380539]",oil proved reserves total,count,"['oil', 'proved', 'reserves', 'total']"
oil_proven_reserves_per_person,economy,"['demographics', 'safety']",0.3107743263244629,"[0.3107743263244629, 0.25488510727882385, 0.12371625006198883]",oil proven reserves per person,count,"['oil', 'proven', 'reserves', 'per', 'person']"
other_deaths_in_newborn_per_1000_births,demographics,"['safety', 'environment']",0.3377985954284668,"[0.3377985954284668, 0.1918114870786667, 0.10752952843904495]",other deaths in newborn per 1000 births,count,"['other', 'deaths', 'in', 'newborn', 'per', '1000', 'births']"
other_deaths_in_newborn_total_deaths,demographics,"['safety', 'economy']",0.23655778169631958,"[0.23655778169631958, 0.20317307114601135, 0.14525192975997925]",other deaths in newborn total deaths,count,"['other', 'deaths', 'in', 'newborn', 'total', 'deaths']"
other_infections_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'economy']",0.37765124440193176,"[0.37765124440193176, 0.15662671625614166, 0.1367170810699463]",other infections deaths in children 1 59 months per 1000 births,count,"['other', 'infections', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
other_infections_deaths_in_children_1_59_months_total_deaths,demographics,"['economy', 'safety']",0.2812321186065674,"[0.2812321186065674, 0.18667106330394745, 0.17732232809066772]",other infections deaths in children 1 59 months total deaths,count,"['other', 'infections', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
other_social_services_aid_given_percent_of_aid,social wellbeing,"['safety', 'economy']",0.46946290135383606,"[0.46946290135383606, 0.12270824611186981, 0.10829038918018341]",other social services aid given % of aid,percent,"['other', 'social', 'services', 'aid', 'given', 'percent', 'of', 'aid']"
out_of_pocket_share_of_total_health_spending_percent,economy,"['physical health', 'mental health']",0.3965218663215637,"[0.3965218663215637, 0.17599689960479736, 0.09226340800523758]",out of pocket share of total health spending %,percent,"['out', 'of', 'pocket', 'share', 'of', 'total', 'health', 'spending', 'percent']"
patent_applications_total,economy,"['safety', 'environment']",0.25187206268310547,"[0.25187206268310547, 0.15754587948322296, 0.15083098411560059]",patent applications total,count,"['patent', 'applications', 'total']"
patents_granted_total,economy,"['safety', 'environment']",0.21843063831329346,"[0.21843063831329346, 0.1674131155014038, 0.14071333408355713]",patents granted total,count,"['patents', 'granted', 'total']"
patents_in_force_total,economy,"['safety', 'environment']",0.266242116689682,"[0.266242116689682, 0.18185517191886902, 0.13275687396526337]",patents in force total,count,"['patents', 'in', 'force', 'total']"
people_living_with_hiv_number_all_ages,demographics,"['social wellbeing', 'safety']",0.5912848114967346,"[0.5912848114967346, 0.09553690254688263, 0.08564098924398422]",people living with hiv number all ages,count,"['people', 'living', 'with', 'hiv', 'number', 'all', 'ages']"
personal_computers_per_100_people,demographics,"['economy', 'environment']",0.5746828317642212,"[0.5746828317642212, 0.11634894460439682, 0.10367955267429352]",personal computers per 100 people,count,"['personal', 'computers', 'per', '100', 'people']"
personal_computers_total,economy,"['environment', 'safety']",0.35405057668685913,"[0.35405057668685913, 0.17147275805473328, 0.13702988624572754]",personal computers total,count,"['personal', 'computers', 'total']"
pertussis_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.3323495388031006,"[0.3323495388031006, 0.2354990541934967, 0.1304059475660324]",pertussis deaths in children 1 59 months per 1000 births,count,"['pertussis', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
pertussis_deaths_in_children_1_59_months_total_deaths,safety,"['demographics', 'economy']",0.2400546371936798,"[0.2400546371936798, 0.2328130453824997, 0.17190419137477875]",pertussis deaths in children 1 59 months total deaths,count,"['pertussis', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
plane_crash_affected_annual_number,safety,"['economy', 'demographics']",0.27759653329849243,"[0.27759653329849243, 0.16945800185203552, 0.15525108575820923]",plane crash affected annual number,count,"['plane', 'crash', 'affected', 'annual', 'number']"
plane_crash_deaths_annual_number,safety,"['demographics', 'economy']",0.48142915964126587,"[0.48142915964126587, 0.1500387340784073, 0.14408206939697266]",plane crash deaths annual number,count,"['plane', 'crash', 'deaths', 'annual', 'number']"
planted_forest_area_ha,environment,"['safety', 'economy']",0.888765811920166,"[0.888765811920166, 0.031080041080713272, 0.025902947410941124]",planted forest area ha,count,"['planted', 'forest', 'area', 'ha']"
pneumonia_deaths_in_children_1_59_months_per_1000_births,demographics,"['safety', 'physical health']",0.3137556314468384,"[0.3137556314468384, 0.2493656724691391, 0.16704417765140533]",pneumonia deaths in children 1 59 months per 1000 births,count,"['pneumonia', 'deaths', 'in', 'children', '1', '59', 'months', 'per', '1000', 'births']"
pneumonia_deaths_in_children_1_59_months_total_deaths,demographics,"['safety', 'economy']",0.25326094031333923,"[0.25326094031333923, 0.23246467113494873, 0.17905491590499878]",pneumonia deaths in children 1 59 months total deaths,count,"['pneumonia', 'deaths', 'in', 'children', '1', '59', 'months', 'total', 'deaths']"
pneumonia_deaths_in_newborn_per_1000_births,safety,"['physical health', 'demographics']",0.24354270100593567,"[0.24354270100593567, 0.2306501269340515, 0.19877983629703522]",pneumonia deaths in newborn per 1000 births,count,"['pneumonia', 'deaths', 'in', 'newborn', 'per', '1000', 'births']"
pneumonia_deaths_in_newborn_total_deaths,safety,"['demographics', 'economy']",0.23618967831134796,"[0.23618967831134796, 0.18542778491973877, 0.18512961268424988]",pneumonia deaths in newborn total deaths,count,"['pneumonia', 'deaths', 'in', 'newborn', 'total', 'deaths']"
poisonings_deaths_per_100000_people,safety,"['demographics', 'environment']",0.3551481068134308,"[0.3551481068134308, 0.22926752269268036, 0.11682914942502975]",poisonings deaths per 100000 people,count,"['poisonings', 'deaths', 'per', '100000', 'people']"
population_density_per_square_km,demographics,"['economy', 'environment']",0.8550174236297607,"[0.8550174236297607, 0.03727078437805176, 0.027167992666363716]",population density per square km,count,"['population', 'density', 'per', 'square', 'km']"
population_growth_annual_percent,demographics,"['economy', 'social wellbeing']",0.9491150975227356,"[0.9491150975227356, 0.012008873745799065, 0.008763834834098816]",population growth annual %,percent,"['population', 'growth', 'annual', 'percent']"
population_growth_annual_percent_with_projections,demographics,"['economy', 'social wellbeing']",0.9675296545028687,"[0.9675296545028687, 0.0076468936167657375, 0.00576977850869298]",population growth annual % with projections,percent,"['population', 'growth', 'annual', 'percent', 'with', 'projections']"
population_in_urban_agglomerations_m_1_million_percent_of_total,demographics,"['social wellbeing', 'economy']",0.4638056457042694,"[0.4638056457042694, 0.15573377907276154, 0.12277718633413315]",population in urban agglomerations m 1 million % of total,percent,"['population', 'in', 'urban', 'agglomerations', 'm', '1', 'million', 'percent', 'of', 'total']"
population_policies_aid_given_percent_of_aid,demographics,"['social wellbeing', 'environment']",0.8403063416481018,"[0.8403063416481018, 0.07224568724632263, 0.02197285369038582]",population policies aid given % of aid,percent,"['population', 'policies', 'aid', 'given', 'percent', 'of', 'aid']"
poverty_percent_people_below_420_a_day,demographics,"['economy', 'social wellbeing']",0.5944565534591675,"[0.5944565534591675, 0.11120805144309998, 0.08590897172689438]",poverty % people below 420 a day,percent,"['poverty', 'percent', 'people', 'below', '420', 'a', 'day']"
poverty_percent_people_below_830_a_day,demographics,"['economy', 'social wellbeing']",0.6005111336708069,"[0.6005111336708069, 0.09940147399902344, 0.08576061576604843]",poverty % people below 830 a day,percent,"['poverty', 'percent', 'people', 'below', '830', 'a', 'day']"
prematurity_deaths_in_newborn_per_1000_births,safety,"['demographics', 'physical health']",0.2943578362464905,"[0.2943578362464905, 0.26836445927619934, 0.10724886506795883]",prematurity deaths in newborn per 1000 births,count,"['prematurity', 'deaths', 'in', 'newborn', 'per', '1000', 'births']"
prematurity_deaths_in_newborn_total_deaths,demographics,"['safety', 'economy']",0.3236047625541687,"[0.3236047625541687, 0.23031345009803772, 0.15237118303775787]",prematurity deaths in newborn total deaths,count,"['prematurity', 'deaths', 'in', 'newborn', 'total', 'deaths']"
present_value_of_debt_percent_of_gni,economy,"['environment', 'safety']",0.39669668674468994,"[0.39669668674468994, 0.2146500051021576, 0.14263533055782318]",present value of debt % of gni,percent,"['present', 'value', 'of', 'debt', 'percent', 'of', 'gni']"
primary_completion_rate_total_percent_of_relevant_age_group,demographics,"['education', 'economy']",0.5978010296821594,"[0.5978010296821594, 0.2267715036869049, 0.03817183896899223]",primary completion rate total % of relevant age group,percent,"['primary', 'completion', 'rate', 'total', 'percent', 'of', 'relevant', 'age', 'group']"
primary_forest_area_ha,environment,"['economy', 'safety']",0.8171417713165283,"[0.8171417713165283, 0.047667186707258224, 0.04147421196103096]",primary forest area ha,count,"['primary', 'forest', 'area', 'ha']"
primary_school_completion_percent_of_boys,education,"['demographics', 'social wellbeing']",0.47336214780807495,"[0.47336214780807495, 0.4069403409957886, 0.032189641147851944]",primary school completion % of boys,percent,"['primary', 'school', 'completion', 'percent', 'of', 'boys']"
primary_school_completion_percent_of_girls,education,"['demographics', 'social wellbeing']",0.4668330252170563,"[0.4668330252170563, 0.41588160395622253, 0.04344473034143448]",primary school completion % of girls,percent,"['primary', 'school', 'completion', 'percent', 'of', 'girls']"
private_share_of_total_health_spending_percent,economy,"['physical health', 'social wellbeing']",0.3350450098514557,"[0.3350450098514557, 0.16137567162513733, 0.137047678232193]",private share of total health spending %,percent,"['private', 'share', 'of', 'total', 'health', 'spending', 'percent']"
privately_owned_forest_land_percent,environment,"['economy', 'demographics']",0.8067784309387207,"[0.8067784309387207, 0.04983380809426308, 0.04535132274031639]",privately owned forest land %,percent,"['privately', 'owned', 'forest', 'land', 'percent']"
privately_owned_other_wooded_land_percent,environment,"['demographics', 'economy']",0.5843636393547058,"[0.5843636393547058, 0.13484108448028564, 0.11547398567199707]",privately owned other wooded land %,percent,"['privately', 'owned', 'other', 'wooded', 'land', 'percent']"
production_sector_aid_given_percent_of_aid,economy,"['social wellbeing', 'demographics']",0.6743666529655457,"[0.6743666529655457, 0.09197670966386795, 0.055205825716257095]",production sector aid given % of aid,percent,"['production', 'sector', 'aid', 'given', 'percent', 'of', 'aid']"
prostate_cancer_deaths_per_100000_men,demographics,"['safety', 'physical health']",0.5368415117263794,"[0.5368415117263794, 0.14606480300426483, 0.12442107498645782]",prostate cancer deaths per 100000 men,count,"['prostate', 'cancer', 'deaths', 'per', '100000', 'men']"
prostate_cancer_new_cases_per_100000_men,demographics,"['safety', 'physical health']",0.5045151710510254,"[0.5045151710510254, 0.15245334804058075, 0.1082158014178276]",prostate cancer new cases per 100000 men,count,"['prostate', 'cancer', 'new', 'cases', 'per', '100000', 'men']"
prostate_cancer_number_of_male_deaths,demographics,"['economy', 'safety']",0.7686704397201538,"[0.7686704397201538, 0.05695590376853943, 0.048408329486846924]",prostate cancer number of male deaths,count,"['prostate', 'cancer', 'number', 'of', 'male', 'deaths']"
prostate_cancer_number_of_new_male_cases,demographics,"['economy', 'physical health']",0.5636075735092163,"[0.5636075735092163, 0.0997609794139862, 0.09443781524896622]",prostate cancer number of new male cases,count,"['prostate', 'cancer', 'number', 'of', 'new', 'male', 'cases']"
pump_price_for_gasoline_us_per_liter,economy,"['safety', 'environment']",0.506810188293457,"[0.506810188293457, 0.11499642580747604, 0.0967165008187294]",pump price for gasoline us per liter,count,"['pump', 'price', 'for', 'gasoline', 'us', 'per', 'liter']"
ratio_of_girls_to_boys_in_primary_and_secondary_education_perc,education,"['demographics', 'economy']",0.4859093129634857,"[0.4859093129634857, 0.4095463752746582, 0.029366174712777138]",ratio of girls to boys in primary and secondary education perc,count,"['ratio', 'of', 'girls', 'to', 'boys', 'in', 'primary', 'and', 'secondary', 'education', 'perc']"
ratio_of_young_literate_females_to_males_percent_ages_15_24,education,"['demographics', 'economy']",0.43438273668289185,"[0.43438273668289185, 0.3897649645805359, 0.05033214017748833]",ratio of young literate females to males % ages 15 24,percent,"['ratio', 'of', 'young', 'literate', 'females', 'to', 'males', 'percent', 'ages', '15', '24']"
renewable_water_cu_meters_per_person,environment,"['safety', 'economy']",0.37753963470458984,"[0.37753963470458984, 0.17755913734436035, 0.17211505770683289]",renewable water cu meters per person,count,"['renewable', 'water', 'cu', 'meters', 'per', 'person']"
residential_electricity_use_per_person,demographics,"['environment', 'economy']",0.47749513387680054,"[0.47749513387680054, 0.20499111711978912, 0.1795916110277176]",residential electricity use per person,count,"['residential', 'electricity', 'use', 'per', 'person']"
residential_electricity_use_total,demographics,"['economy', 'environment']",0.35879233479499817,"[0.35879233479499817, 0.28133997321128845, 0.1753246784210205]",residential electricity use total,count,"['residential', 'electricity', 'use', 'total']"
residential_energy_use_percent,environment,"['economy', 'demographics']",0.303794264793396,"[0.303794264793396, 0.2886411249637604, 0.22216452658176422]",residential energy use %,percent,"['residential', 'energy', 'use', 'percent']"
roads_paved_percent_of_total_roads,economy,"['safety', 'social wellbeing']",0.31189560890197754,"[0.31189560890197754, 0.2099376767873764, 0.13237586617469788]",roads paved % of total roads,percent,"['roads', 'paved', 'percent', 'of', 'total', 'roads']"
rural_poverty_percent_rural_people_below_national_rural,demographics,"['environment', 'economy']",0.6906223297119141,"[0.6906223297119141, 0.08235578238964081, 0.05894662067294121]",rural poverty % rural people below national rural,percent,"['rural', 'poverty', 'percent', 'rural', 'people', 'below', 'national', 'rural']"
salaried_workers_percent_of_non_agricultural_employment,demographics,"['social wellbeing', 'economy']",0.3560841679573059,"[0.3560841679573059, 0.22972624003887177, 0.1980319321155548]",salaried workers % of non agricultural employment,percent,"['salaried', 'workers', 'percent', 'of', 'non', 'agricultural', 'employment']"
self_employed_percent_of_employment,economy,"['demographics', 'social wellbeing']",0.27186572551727295,"[0.27186572551727295, 0.2711218297481537, 0.2531422972679138]",self employed % of employment,percent,"['self', 'employed', 'percent', 'of', 'employment']"
sepsis_deaths_in_newborn_per_1000_births,demographics,"['safety', 'economy']",0.24979980289936066,"[0.24979980289936066, 0.24410055577754974, 0.13885526359081268]",sepsis deaths in newborn per 1000 births,count,"['sepsis', 'deaths', 'in', 'newborn', 'per', '1000', 'births']"
sepsis_deaths_in_newborn_total_deaths,economy,"['safety', 'demographics']",0.22633396089076996,"[0.22633396089076996, 0.2171204835176468, 0.18681646883487701]",sepsis deaths in newborn total deaths,count,"['sepsis', 'deaths', 'in', 'newborn', 'total', 'deaths']"
service_workers_percent_of_employment,social wellbeing,"['demographics', 'safety']",0.45584505796432495,"[0.45584505796432495, 0.287734717130661, 0.07899709790945053]",service workers % of employment,percent,"['service', 'workers', 'percent', 'of', 'employment']"
services_percent_of_gdp,social wellbeing,"['economy', 'environment']",0.34892937541007996,"[0.34892937541007996, 0.26191702485084534, 0.10235821455717087]",services % of gdp,percent,"['services', 'percent', 'of', 'gdp']"
sex_ratio_0_14_years,demographics,"['social wellbeing', 'economy']",0.7840719223022461,"[0.7840719223022461, 0.07502372562885284, 0.03856905177235603]",sex ratio 0 14 years,count,"['sex', 'ratio', '0', '14', 'years']"
sex_ratio_15_24_years,demographics,"['social wellbeing', 'economy']",0.796586811542511,"[0.796586811542511, 0.07774961739778519, 0.03658613935112953]",sex ratio 15 24 years,count,"['sex', 'ratio', '15', '24', 'years']"
sex_ratio_15_49_years,demographics,"['social wellbeing', 'economy']",0.8053756952285767,"[0.8053756952285767, 0.08260253816843033, 0.03368491306900978]",sex ratio 15 49 years,count,"['sex', 'ratio', '15', '49', 'years']"
sex_ratio_above_50_years,demographics,"['social wellbeing', 'economy']",0.6299920678138733,"[0.6299920678138733, 0.19624708592891693, 0.04069313779473305]",sex ratio above 50 years,count,"['sex', 'ratio', 'above', '50', 'years']"
sex_ratio_all_age_groups,demographics,"['social wellbeing', 'economy']",0.8284530639648438,"[0.8284530639648438, 0.05644800886511803, 0.030110150575637817]",sex ratio all age groups,count,"['sex', 'ratio', 'all', 'age', 'groups']"
smoking_adults_percent_of_population_over_age_15,demographics,"['economy', 'physical health']",0.7962491512298584,"[0.7962491512298584, 0.05727262794971466, 0.038377195596694946]",smoking adults % of population over age 15,percent,"['smoking', 'adults', 'percent', 'of', 'population', 'over', 'age', '15']"
smoking_men_percent_of_men_over_age_15,demographics,"['physical health', 'environment']",0.7564403414726257,"[0.7564403414726257, 0.056852247565984726, 0.05647905915975571]",smoking men % of men over age 15,percent,"['smoking', 'men', 'percent', 'of', 'men', 'over', 'age', '15']"
smoking_women_percent_of_women_over_age_15,demographics,"['environment', 'social wellbeing']",0.7778568267822266,"[0.7778568267822266, 0.0625542551279068, 0.04912971332669258]",smoking women % of women over age 15,percent,"['smoking', 'women', 'percent', 'of', 'women', 'over', 'age', '15']"
stillbirths_per_1000_births,demographics,"['safety', 'social wellbeing']",0.32986918091773987,"[0.32986918091773987, 0.2638973593711853, 0.0977596566081047]",stillbirths per 1000 births,count,"['stillbirths', 'per', '1000', 'births']"
stomach_cancer_deaths_per_100000_men,demographics,"['safety', 'physical health']",0.6247035264968872,"[0.6247035264968872, 0.10558083653450012, 0.07216228544712067]",stomach cancer deaths per 100000 men,count,"['stomach', 'cancer', 'deaths', 'per', '100000', 'men']"
stomach_cancer_deaths_per_100000_women,demographics,"['safety', 'economy']",0.6721895933151245,"[0.6721895933151245, 0.10983686149120331, 0.055743440985679626]",stomach cancer deaths per 100000 women,count,"['stomach', 'cancer', 'deaths', 'per', '100000', 'women']"
stomach_cancer_new_cases_per_100000_men,demographics,"['safety', 'economy']",0.6324244737625122,"[0.6324244737625122, 0.08587700128555298, 0.07769839465618134]",stomach cancer new cases per 100000 men,count,"['stomach', 'cancer', 'new', 'cases', 'per', '100000', 'men']"
stomach_cancer_new_cases_per_100000_women,demographics,"['safety', 'economy']",0.5848015546798706,"[0.5848015546798706, 0.1269475221633911, 0.08426432311534882]",stomach cancer new cases per 100000 women,count,"['stomach', 'cancer', 'new', 'cases', 'per', '100000', 'women']"
stomach_cancer_number_of_female_deaths,demographics,"['economy', 'safety']",0.8400823473930359,"[0.8400823473930359, 0.038675058633089066, 0.02882983721792698]",stomach cancer number of female deaths,count,"['stomach', 'cancer', 'number', 'of', 'female', 'deaths']"
stomach_cancer_number_of_male_deaths,demographics,"['economy', 'environment']",0.8091357946395874,"[0.8091357946395874, 0.04501909762620926, 0.032899968326091766]",stomach cancer number of male deaths,count,"['stomach', 'cancer', 'number', 'of', 'male', 'deaths']"
stomach_cancer_number_of_new_female_cases,demographics,"['economy', 'safety']",0.7580166459083557,"[0.7580166459083557, 0.05963883921504021, 0.04500852897763252]",stomach cancer number of new female cases,count,"['stomach', 'cancer', 'number', 'of', 'new', 'female', 'cases']"
stomach_cancer_number_of_new_male_cases,demographics,"['economy', 'safety']",0.6748978495597839,"[0.6748978495597839, 0.07748879492282867, 0.05805892497301102]",stomach cancer number of new male cases,count,"['stomach', 'cancer', 'number', 'of', 'new', 'male', 'cases']"
storm_affected_annual_number,environment,"['safety', 'economy']",0.4899151027202606,"[0.4899151027202606, 0.16328206658363342, 0.08666890859603882]",storm affected annual number,count,"['storm', 'affected', 'annual', 'number']"
storm_deaths_annual_number,environment,"['demographics', 'safety']",0.5183990597724915,"[0.5183990597724915, 0.15844686329364777, 0.11143220216035843]",storm deaths annual number,count,"['storm', 'deaths', 'annual', 'number']"
subsistence_incomes_per_person,economy,"['social wellbeing', 'demographics']",0.560163676738739,"[0.560163676738739, 0.15197718143463135, 0.11400279402732849]",subsistence incomes per person,count,"['subsistence', 'incomes', 'per', 'person']"
sugar_per_person_g_per_day,economy,"['demographics', 'environment']",0.21634450554847717,"[0.21634450554847717, 0.20322862267494202, 0.20013800263404846]",sugar per person g per day,count,"['sugar', 'per', 'person', 'g', 'per', 'day']"
suicide_age_15_19_per_100000_people,demographics,"['mental health', 'economy']",0.6154970526695251,"[0.6154970526695251, 0.1397692710161209, 0.06649474799633026]",suicide age 15 19 per 100000 people,count,"['suicide', 'age', '15', '19', 'per', '100000', 'people']"
suicide_age_15_24_per_100000_people,demographics,"['mental health', 'economy']",0.6286093592643738,"[0.6286093592643738, 0.1385994553565979, 0.06129354611039162]",suicide age 15 24 per 100000 people,count,"['suicide', 'age', '15', '24', 'per', '100000', 'people']"
suicide_age_15_29_per_100000_people,demographics,"['mental health', 'economy']",0.6434350609779358,"[0.6434350609779358, 0.1254499852657318, 0.06156020238995552]",suicide age 15 29 per 100000 people,count,"['suicide', 'age', '15', '29', 'per', '100000', 'people']"
suicide_age_25_34_per_100000_people,demographics,"['mental health', 'economy']",0.7061750888824463,"[0.7061750888824463, 0.10321835428476334, 0.04934043809771538]",suicide age 25 34 per 100000 people,count,"['suicide', 'age', '25', '34', 'per', '100000', 'people']"
suicide_age_30_49_per_100000_people,demographics,"['mental health', 'economy']",0.6948328018188477,"[0.6948328018188477, 0.10615162551403046, 0.05036849156022072]",suicide age 30 49 per 100000 people,count,"['suicide', 'age', '30', '49', 'per', '100000', 'people']"
suicide_age_35_44_per_100000_people,demographics,"['mental health', 'economy']",0.7300418019294739,"[0.7300418019294739, 0.09328720718622208, 0.0437479168176651]",suicide age 35 44 per 100000 people,count,"['suicide', 'age', '35', '44', 'per', '100000', 'people']"
suicide_age_45_54_per_100000_people,demographics,"['mental health', 'safety']",0.7627782225608826,"[0.7627782225608826, 0.07706943154335022, 0.03930653631687164]",suicide age 45 54 per 100000 people,count,"['suicide', 'age', '45', '54', 'per', '100000', 'people']"
suicide_age_55_64_per_100000_people,demographics,"['mental health', 'environment']",0.7768455147743225,"[0.7768455147743225, 0.07728692144155502, 0.03486854210495949]",suicide age 55 64 per 100000 people,count,"['suicide', 'age', '55', '64', 'per', '100000', 'people']"
suicide_age_65_74_per_100000_people,demographics,"['mental health', 'safety']",0.7723156809806824,"[0.7723156809806824, 0.05954882130026817, 0.04824022576212883]",suicide age 65 74 per 100000 people,count,"['suicide', 'age', '65', '74', 'per', '100000', 'people']"
suicide_age_75_84_per_100000_people,demographics,"['mental health', 'safety']",0.768175482749939,"[0.768175482749939, 0.07193156331777573, 0.03893967717885971]",suicide age 75 84 per 100000 people,count,"['suicide', 'age', '75', '84', 'per', '100000', 'people']"
suicide_age_85plus_per_100000_people,demographics,"['mental health', 'economy']",0.7570454478263855,"[0.7570454478263855, 0.08221160620450974, 0.03917217254638672]",suicide age 85plus per 100000 people,count,"['suicide', 'age', '85plus', 'per', '100000', 'people']"
suicide_men_per_100000_people,demographics,"['mental health', 'environment']",0.7795103788375854,"[0.7795103788375854, 0.07506677508354187, 0.033206623047590256]",suicide men per 100000 people,count,"['suicide', 'men', 'per', '100000', 'people']"
suicide_per_100000_people,demographics,"['mental health', 'environment']",0.5375450849533081,"[0.5375450849533081, 0.1430443674325943, 0.07203781604766846]",suicide per 100000 people,count,"['suicide', 'per', '100000', 'people']"
suicide_total_deaths,demographics,"['environment', 'mental health']",0.243917778134346,"[0.243917778134346, 0.15194223821163177, 0.14423614740371704]",suicide total deaths,count,"['suicide', 'total', 'deaths']"
suicide_women_per_100000_people,demographics,"['mental health', 'environment']",0.7757256031036377,"[0.7757256031036377, 0.07750441133975983, 0.03154202923178673]",suicide women per 100000 people,count,"['suicide', 'women', 'per', '100000', 'people']"
sulfur_emissions_per_person_kg,environment,"['economy', 'demographics']",0.6075984239578247,"[0.6075984239578247, 0.09524701535701752, 0.07969743758440018]",sulfur emissions per person kg,count,"['sulfur', 'emissions', 'per', 'person', 'kg']"
surface_area_sq_km,environment,"['economy', 'safety']",0.31908243894577026,"[0.31908243894577026, 0.1732737272977829, 0.13821469247341156]",surface area sq km,count,"['surface', 'area', 'sq', 'km']"
surviving_kids_per_woman,demographics,"['safety', 'social wellbeing']",0.3824843168258667,"[0.3824843168258667, 0.3373259902000427, 0.13077150285243988]",surviving kids per woman,count,"['surviving', 'kids', 'per', 'woman']"
tax_revenue_percent_of_gdp,economy,"['safety', 'social wellbeing']",0.9463432431221008,"[0.9463432431221008, 0.011903000064194202, 0.01010026317089796]",tax revenue % of gdp,percent,"['tax', 'revenue', 'percent', 'of', 'gdp']"
tb_hivplus_deaths_per_100000_estimated,demographics,"['safety', 'physical health']",0.39601123332977295,"[0.39601123332977295, 0.15320663154125214, 0.14530698955059052]",tb hivplus deaths per 100000 estimated,count,"['tb', 'hivplus', 'deaths', 'per', '100000', 'estimated']"
tb_hivplus_incidence_estimated,demographics,"['physical health', 'safety']",0.19036121666431427,"[0.19036121666431427, 0.1754831224679947, 0.1645454317331314]",tb hivplus incidence estimated,count,"['tb', 'hivplus', 'incidence', 'estimated']"
tb_hivplus_incidence_per_100000_estimated,demographics,"['physical health', 'safety']",0.34667298197746277,"[0.34667298197746277, 0.15779675543308258, 0.13433468341827393]",tb hivplus incidence per 100000 estimated,count,"['tb', 'hivplus', 'incidence', 'per', '100000', 'estimated']"
tb_hivplus_number_of_deaths_estimated,demographics,"['physical health', 'safety']",0.2168799489736557,"[0.2168799489736557, 0.17068235576152802, 0.15601666271686554]",tb hivplus number of deaths estimated,count,"['tb', 'hivplus', 'number', 'of', 'deaths', 'estimated']"
tb_programme_dots_population_coverage_percent,demographics,"['physical health', 'safety']",0.804026186466217,"[0.804026186466217, 0.04417622461915016, 0.03742040693759918]",tb programme dots population coverage %,percent,"['tb', 'programme', 'dots', 'population', 'coverage', 'percent']"
tb_with_hivplus_new_cases_per_100000_estimated,environment,"['economy', 'demographics']",0.34087175130844116,"[0.34087175130844116, 0.15846094489097595, 0.1258014738559723]",tb with hivplus new cases per 100000 estimated,count,"['tb', 'with', 'hivplus', 'new', 'cases', 'per', '100000', 'estimated']"
tb_with_hivplus_number_of_new_cases_estimated,environment,"['economy', 'physical health']",0.31879985332489014,"[0.31879985332489014, 0.18945108354091644, 0.11964142322540283]",tb with hivplus number of new cases estimated,count,"['tb', 'with', 'hivplus', 'number', 'of', 'new', 'cases', 'estimated']"
teen_fertility_rate_births_per_1000_women_ages_15_19,demographics,"['economy', 'social wellbeing']",0.7992161512374878,"[0.7992161512374878, 0.0513124093413353, 0.042950477451086044]",teen fertility rate births per 1000 women ages 15 19,count,"['teen', 'fertility', 'rate', 'births', 'per', '1000', 'women', 'ages', '15', '19']"
tetanus_deaths_in_newborn_per_1000_births,safety,"['physical health', 'demographics']",0.42455458641052246,"[0.42455458641052246, 0.18358169496059418, 0.12590479850769043]",tetanus deaths in newborn per 1000 births,count,"['tetanus', 'deaths', 'in', 'newborn', 'per', '1000', 'births']"
tetanus_deaths_in_newborn_total_deaths,safety,"['physical health', 'economy']",0.36629804968833923,"[0.36629804968833923, 0.1532212793827057, 0.1410902589559555]",tetanus deaths in newborn total deaths,count,"['tetanus', 'deaths', 'in', 'newborn', 'total', 'deaths']"
total_gdp_ppp_inflation_adjusted,economy,"['environment', 'safety']",0.8251945972442627,"[0.8251945972442627, 0.03603428229689598, 0.030545085668563843]",total gdp ppp inflation adjusted,count,"['total', 'gdp', 'ppp', 'inflation', 'adjusted']"
total_gdp_us_inflation_adjusted,economy,"['environment', 'social wellbeing']",0.8474646210670471,"[0.8474646210670471, 0.02879326231777668, 0.027671894058585167]",total gdp us inflation adjusted,count,"['total', 'gdp', 'us', 'inflation', 'adjusted']"
total_gni_ppp_current_international,demographics,"['economy', 'social wellbeing']",0.45466363430023193,"[0.45466363430023193, 0.1556139439344406, 0.07899854332208633]",total gni ppp current international,count,"['total', 'gni', 'ppp', 'current', 'international']"
total_health_spending_per_person_international_dollar,economy,"['social wellbeing', 'physical health']",0.222129687666893,"[0.222129687666893, 0.22057974338531494, 0.21236972510814667]",total health spending per person international dollar,count,"['total', 'health', 'spending', 'per', 'person', 'international', 'dollar']"
